# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			12701516	12701516	12701516			
N_multimapping			5822571	5822571	5822571			
N_noFeature			24202930	39277037	39044653			
N_ambiguous			2672040	700653	710877			
ENSG00000000003.15	TSPAN6	protein_coding	18	11	7	0.4409	0.1522	0.1502
ENSG00000000005.6	TNMD	protein_coding	1	0	1	0.0753	0.0260	0.0257
ENSG00000000419.13	DPM1	protein_coding	961	496	467	88.4648	30.5408	30.1447
ENSG00000000457.14	SCYL3	protein_coding	303	241	263	4.8912	1.6886	1.6667
ENSG00000000460.17	C1orf112	protein_coding	328	265	269	6.1046	2.1075	2.0801
ENSG00000000938.13	FGR	protein_coding	2124	1044	1081	69.7807	24.0905	23.7780
ENSG00000000971.16	CFH	protein_coding	94	53	41	1.3088	0.4518	0.4460
ENSG00000001036.14	FUCA2	protein_coding	209	164	152	8.2289	2.8409	2.8040
ENSG00000001084.13	GCLC	protein_coding	909	513	517	11.7196	4.0460	3.9935
ENSG00000001167.14	NFYA	protein_coding	1827	1056	956	53.2664	18.3893	18.1507
ENSG00000001460.18	STPG1	protein_coding	164	111	110	2.1410	0.7391	0.7296
ENSG00000001461.17	NIPAL3	protein_coding	1084	572	568	12.8186	4.4254	4.3680
ENSG00000001497.18	LAS1L	protein_coding	2111	1045	1078	18.6821	6.4496	6.3660
ENSG00000001561.7	ENPP4	protein_coding	539	253	286	12.8959	4.4521	4.3943
ENSG00000001617.12	SEMA3F	protein_coding	46	26	20	1.0591	0.3656	0.3609
ENSG00000001626.16	CFTR	protein_coding	1	1	0	0.0112	0.0039	0.0038
ENSG00000001629.10	ANKIB1	protein_coding	2138	1081	1066	32.1496	11.0991	10.9551
ENSG00000001630.17	CYP51A1	protein_coding	28	16	13	0.8816	0.3043	0.3004
ENSG00000001631.16	KRIT1	protein_coding	347	155	199	6.2146	2.1455	2.1176
ENSG00000002016.18	RAD52	protein_coding	860	424	437	21.2203	7.3259	7.2309
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	0	1	0	0.0000	0.0000	0.0000
ENSG00000002330.14	BAD	protein_coding	122	160	185	7.9364	2.7399	2.7044
ENSG00000002549.12	LAP3	protein_coding	2854	1441	1416	83.7804	28.9236	28.5485
ENSG00000002586.20	CD99	protein_coding	12513	6275	6240	286.1924	98.8026	97.5211
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	31	13	18	0.4633	0.1599	0.1579
ENSG00000002726.21	AOC1	protein_coding	15	10	6	0.4402	0.1520	0.1500
ENSG00000002745.13	WNT16	protein_coding	1	1	1	0.0340	0.0118	0.0116
ENSG00000002746.15	HECW1	protein_coding	8	8	3	0.0638	0.0220	0.0217
ENSG00000002822.15	MAD1L1	protein_coding	171	90	81	2.6279	0.9072	0.8955
ENSG00000002834.18	LASP1	protein_coding	3408	1952	2096	53.6275	18.5139	18.2738
ENSG00000002919.15	SNX11	protein_coding	426	220	208	11.4524	3.9537	3.9025
ENSG00000002933.9	TMEM176A	protein_coding	1108	544	581	35.4070	12.2236	12.0651
ENSG00000003056.8	M6PR	protein_coding	2368	1475	1407	73.3917	25.3371	25.0085
ENSG00000003096.14	KLHL13	protein_coding	53	30	23	0.8433	0.2911	0.2874
ENSG00000003137.8	CYP26B1	protein_coding	3	1	2	0.0665	0.0229	0.0226
ENSG00000003147.19	ICA1	protein_coding	88	55	42	2.0024	0.6913	0.6823
ENSG00000003249.15	DBNDD1	protein_coding	94	60	35	2.3407	0.8081	0.7976
ENSG00000003393.15	ALS2	protein_coding	864	454	411	9.1971	3.1751	3.1339
ENSG00000003400.15	CASP10	protein_coding	919	463	456	13.4692	4.6500	4.5897
ENSG00000003402.20	CFLAR	protein_coding	4022	2507	2445	19.8801	6.8632	6.7742
ENSG00000003436.16	TFPI	protein_coding	2802	1502	1495	26.5777	9.1755	9.0564
ENSG00000003509.16	NDUFAF7	protein_coding	417	358	364	12.6905	4.3812	4.3243
ENSG00000003756.17	RBM5	protein_coding	6375	4065	4065	68.3912	23.6108	23.3046
ENSG00000003987.14	MTMR7	protein_coding	291	275	302	4.6670	1.6112	1.5903
ENSG00000003989.18	SLC7A2	protein_coding	33	15	18	0.4638	0.1601	0.1581
