# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			14599305	14599305	14599305			
N_multimapping			5123682	5123682	5123682			
N_noFeature			22716847	42599163	42561832			
N_ambiguous			3663462	853553	853082			
ENSG00000000003.15	TSPAN6	protein_coding	14	7	7	0.2954	0.0855	0.0855
ENSG00000000005.6	TNMD	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000000419.13	DPM1	protein_coding	1070	564	507	84.8399	24.5618	24.5580
ENSG00000000457.14	SCYL3	protein_coding	733	545	579	10.1918	2.9506	2.9501
ENSG00000000460.17	C1orf112	protein_coding	463	435	434	7.4222	2.1488	2.1484
ENSG00000000938.13	FGR	protein_coding	26091	12890	13206	738.3138	213.7474	213.7144
ENSG00000000971.16	CFH	protein_coding	77	39	38	0.9234	0.2673	0.2673
ENSG00000001036.14	FUCA2	protein_coding	1226	944	947	41.5774	12.0370	12.0351
ENSG00000001084.13	GCLC	protein_coding	2267	1362	1305	25.1750	7.2883	7.2872
ENSG00000001167.14	NFYA	protein_coding	2318	1284	1330	58.2101	16.8523	16.8497
ENSG00000001460.18	STPG1	protein_coding	81	61	50	0.9108	0.2637	0.2636
ENSG00000001461.17	NIPAL3	protein_coding	1522	770	782	15.5023	4.4880	4.4873
ENSG00000001497.18	LAS1L	protein_coding	1642	835	813	12.5164	3.6236	3.6230
ENSG00000001561.7	ENPP4	protein_coding	290	149	141	5.9763	1.7302	1.7299
ENSG00000001617.12	SEMA3F	protein_coding	5	3	3	0.0992	0.0287	0.0287
ENSG00000001626.16	CFTR	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000001629.10	ANKIB1	protein_coding	2754	1393	1370	35.6699	10.3267	10.3251
ENSG00000001630.17	CYP51A1	protein_coding	30	17	13	0.8136	0.2355	0.2355
ENSG00000001631.16	KRIT1	protein_coding	500	247	259	7.7130	2.2330	2.2326
ENSG00000002016.18	RAD52	protein_coding	1633	837	796	34.7063	10.0477	10.0462
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	7	5	3	0.1062	0.0308	0.0307
ENSG00000002330.14	BAD	protein_coding	104	150	155	5.8273	1.6871	1.6868
ENSG00000002549.12	LAP3	protein_coding	2969	1511	1458	75.0703	21.7334	21.7301
ENSG00000002586.20	CD99	protein_coding	7514	3777	3738	148.0258	42.8546	42.8480
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	99	46	53	1.2743	0.3689	0.3689
ENSG00000002726.21	AOC1	protein_coding	10	3	7	0.2528	0.0732	0.0732
ENSG00000002745.13	WNT16	protein_coding	26	11	15	0.7623	0.2207	0.2207
ENSG00000002746.15	HECW1	protein_coding	2	0	2	0.0137	0.0040	0.0040
ENSG00000002822.15	MAD1L1	protein_coding	188	90	98	2.4885	0.7204	0.7203
ENSG00000002834.18	LASP1	protein_coding	8622	5119	5231	116.8599	33.8318	33.8266
ENSG00000002919.15	SNX11	protein_coding	1819	931	895	42.1203	12.1941	12.1923
ENSG00000002933.9	TMEM176A	protein_coding	2054	1039	1035	56.5353	16.3674	16.3649
ENSG00000003056.8	M6PR	protein_coding	5258	3272	3174	140.3639	40.6364	40.6301
ENSG00000003096.14	KLHL13	protein_coding	131	66	66	1.7954	0.5198	0.5197
ENSG00000003137.8	CYP26B1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000003147.19	ICA1	protein_coding	28	17	16	0.5488	0.1589	0.1589
ENSG00000003249.15	DBNDD1	protein_coding	26	12	14	0.5577	0.1614	0.1614
ENSG00000003393.15	ALS2	protein_coding	1367	705	664	12.5336	3.6286	3.6280
ENSG00000003400.15	CASP10	protein_coding	3197	1597	1601	40.3590	11.6842	11.6824
ENSG00000003402.20	CFLAR	protein_coding	18832	10673	10427	80.1758	23.2115	23.2079
ENSG00000003436.16	TFPI	protein_coding	204	104	118	1.6667	0.4825	0.4824
ENSG00000003509.16	NDUFAF7	protein_coding	751	547	532	19.6857	5.6992	5.6983
ENSG00000003756.17	RBM5	protein_coding	8946	5645	5705	82.6644	23.9320	23.9283
ENSG00000003987.14	MTMR7	protein_coding	360	393	353	4.9730	1.4397	1.4395
ENSG00000003989.18	SLC7A2	protein_coding	8	4	4	0.0969	0.0280	0.0280
ENSG00000004059.11	ARF5	protein_coding	1979	1077	1138	103.7784	30.0446	30.0400
ENSG00000004139.14	SARM1	protein_coding	187	340	366	1.6116	0.4666	0.4665
ENSG00000004142.12	POLDIP2	protein_coding	1557	850	816	55.8086	16.1570	16.1545
ENSG00000004399.13	PLXND1	protein_coding	10722	5324	5401	107.3688	31.0841	31.0793
