x	data1	data2
1	0.61054442653656	1000.53830561321
2	0.996195250516753	981.039802999608
3	0.631407630959565	961.060121046705
4	0.865185459225252	941.253987818351
5	0.816938221242159	922.3971292031
6	0.187702494909453	903.306732625002
7	0.739459403612749	884.004527128907
8	0.338917718455053	864.988984350208
9	0.265647329691052	846.51024220637
10	0.0397498573439536	828.178381586121
11	0.984085319003304	810.943186124088
12	0.0644183790584419	792.172015106445
13	0.513883877388587	775.170301693585
14	0.617077882806073	757.821860144241
15	0.472103439090553	740.386048546666
16	0.627818324163184	722.933355375426
17	0.827190493791705	706.241194124008
18	0.324052809783105	689.016415703669
19	0.421193636154674	672.427570197824
20	0.975229813903467	656.864575848589
21	0.244756812669905	640.690554594388
22	0.433219396272976	625.097072153259
23	0.667349575828292	609.267648328189
24	0.502309842137309	593.842443708656
25	0.34118177765049	578.179666753998
26	0.883532537089699	562.982818350894
27	1.21206519825583	548.431829141593
28	1.09658456839748	533.24755598614
29	1.01740670996041	519.249172926741
30	0.56565760602	504.343100355612
31	1.47666990505606	490.929776455043
32	0.607297223662115	476.806667796709
33	1.51543903003239	463.384172903234
34	1.16991458840211	449.646985833161
35	1.52301388947412	436.354624874098
36	1.42622265903503	423.118907248601
37	1.24891453449394	410.286870170292
38	1.41669418165218	397.625583827822
39	1.24776086852794	384.522375730658
40	1.17283203802404	372.855801202031
41	2.02755452230923	360.88088992564
42	1.8447613224761	348.259581039799
43	1.83009228761533	336.854889186425
44	2.12661995877824	325.211119226506
45	2.25770961452721	313.969801202789
46	1.83916622332107	302.532844742294
47	2.09457407644438	292.038920508605
48	2.04842447888918	281.277770003164
49	1.95614240606949	270.864912057854
50	2.60032764075792	260.301260258444
51	2.75005503847658	250.90702311066
52	2.57508827429753	240.867150660744
53	2.75516147108424	231.096397037711
54	2.21852765961809	221.83285768386
55	3.12407993914629	212.552258109115
56	2.56849987003584	203.423553592525
57	3.35282781777306	193.933831113996
58	3.14521681816453	185.678294466902
59	2.85688236901287	177.079583397461
60	3.46416717770922	168.202524526417
61	3.4405794942876	160.116789637366
62	3.3551297778116	152.28568741018
63	4.01934564147382	144.457733085938
64	4.08382507682145	137.583723483235
65	4.15544330211482	130.038659490785
66	3.76149654955999	122.66630004067
67	3.87679290630139	116.513049295312
68	4.70924420252416	109.131699036667
69	4.95333071414673	103.127028610418
70	4.2781635536785	96.3493097707629
71	4.51419045871445	90.0174235657323
72	4.73861402767967	84.9172996253706
73	5.22822256822469	78.9730967200361
74	4.7339063737697	72.9194081026129
75	5.56155695522236	67.6708114865702
76	5.98283184556401	62.8330317703076
77	5.45569606322555	58.2261470089667
78	6.19268261140981	53.6626418089494
79	5.73411506399956	48.715486429492
80	6.42497505657045	44.1032215714455
81	6.04168173720837	40.178417827934
82	6.81174889423653	37.0537620476913
83	6.6631835689566	33.1937142541632
84	7.29335302102707	29.5113565638661
85	7.49183440907992	25.6146304389928
86	7.53175825753767	23.1643516018521
87	7.82263891094895	20.3045831612777
88	7.49001393037137	17.0684976536781
89	7.54017707872869	15.2607800255995
90	8.30983288657056	12.5625390067231
91	8.87982038818901	10.9418915554415
92	8.51740618814331	8.90715367035009
93	8.63883006448348	6.46695092679001
94	8.8375636776481	5.24704529796727
95	9.46992262033571	4.42264107698575
96	9.9600107311358	2.62508509238251
97	9.71525179243509	2.16800781143829
98	9.94579210422886	1.09582803547382
99	10.3456652041244	1.11246855147183
100	10.9629393806681	0.699966906011105
