# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			10988747	10988747	10988747			
N_multimapping			5694976	5694976	5694976			
N_noFeature			20771348	37880925	37625541			
N_ambiguous			3035169	794956	812190			
ENSG00000000003.15	TSPAN6	protein_coding	79	39	40	1.8417	0.5768	0.5174
ENSG00000000005.6	TNMD	protein_coding	1	0	1	0.0716	0.0224	0.0201
ENSG00000000419.13	DPM1	protein_coding	1018	527	491	89.1865	27.9306	25.0551
ENSG00000000457.14	SCYL3	protein_coding	768	622	633	11.7989	3.6951	3.3147
ENSG00000000460.17	C1orf112	protein_coding	1012	763	768	17.9252	5.6137	5.0357
ENSG00000000938.13	FGR	protein_coding	2721	1382	1339	85.0773	26.6437	23.9007
ENSG00000000971.16	CFH	protein_coding	2708	1371	1337	35.8843	11.2379	10.0810
ENSG00000001036.14	FUCA2	protein_coding	645	537	545	24.1692	7.5691	6.7898
ENSG00000001084.13	GCLC	protein_coding	4461	2660	2592	54.7374	17.1421	15.3774
ENSG00000001167.14	NFYA	protein_coding	3016	1710	1622	83.6857	26.2079	23.5098
ENSG00000001460.18	STPG1	protein_coding	264	179	189	3.2801	1.0272	0.9215
ENSG00000001461.17	NIPAL3	protein_coding	2433	1329	1207	27.3815	8.5751	7.6923
ENSG00000001497.18	LAS1L	protein_coding	2991	1532	1464	25.1918	7.8893	7.0771
ENSG00000001561.7	ENPP4	protein_coding	1135	548	587	25.8442	8.0936	7.2604
ENSG00000001617.12	SEMA3F	protein_coding	112	48	64	2.4541	0.7685	0.6894
ENSG00000001626.16	CFTR	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000001629.10	ANKIB1	protein_coding	1992	1011	991	28.5077	8.9278	8.0087
ENSG00000001630.17	CYP51A1	protein_coding	37	22	15	1.1087	0.3472	0.3115
ENSG00000001631.16	KRIT1	protein_coding	372	200	180	6.3406	1.9857	1.7813
ENSG00000002016.18	RAD52	protein_coding	1105	571	534	25.9489	8.1264	7.2898
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	7	8	3	0.1174	0.0368	0.0330
ENSG00000002330.14	BAD	protein_coding	159	233	233	9.8439	3.0828	2.7654
ENSG00000002549.12	LAP3	protein_coding	2053	1043	1011	57.3564	17.9623	16.1131
ENSG00000002586.20	CD99	protein_coding	3074	1481	1593	66.9122	20.9549	18.7976
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	61	29	32	0.8676	0.2717	0.2437
ENSG00000002726.21	AOC1	protein_coding	95	46	49	2.6534	0.8310	0.7454
ENSG00000002745.13	WNT16	protein_coding	70	33	37	2.2678	0.7102	0.6371
