# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			19220316	19220316	19220316			
N_multimapping			6624742	6624742	6624742			
N_noFeature			33712762	48420582	48270269			
N_ambiguous			2606737	644058	655663			
ENSG00000000003.15	TSPAN6	protein_coding	4	3	1	0.0830	0.0362	0.0400
ENSG00000000005.6	TNMD	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000000419.13	DPM1	protein_coding	578	274	304	45.0458	19.6773	21.7131
ENSG00000000457.14	SCYL3	protein_coding	643	489	443	8.7875	3.8386	4.2358
ENSG00000000460.17	C1orf112	protein_coding	319	309	317	5.0263	2.1956	2.4228
ENSG00000000938.13	FGR	protein_coding	18920	9266	9658	526.2364	229.8753	253.6577
ENSG00000000971.16	CFH	protein_coding	86	44	42	1.0137	0.4428	0.4886
ENSG00000001036.14	FUCA2	protein_coding	790	599	606	26.3332	11.5031	12.6932
ENSG00000001084.13	GCLC	protein_coding	1050	558	611	11.4608	5.0064	5.5244
ENSG00000001167.14	NFYA	protein_coding	817	444	466	20.1658	8.8090	9.7204
ENSG00000001460.18	STPG1	protein_coding	98	54	74	1.0831	0.4731	0.5221
ENSG00000001461.17	NIPAL3	protein_coding	1094	567	557	10.9524	4.7843	5.2793
ENSG00000001497.18	LAS1L	protein_coding	882	441	451	6.6082	2.8867	3.1853
ENSG00000001561.7	ENPP4	protein_coding	217	125	92	4.3954	1.9200	2.1187
ENSG00000001617.12	SEMA3F	protein_coding	9	5	4	0.1754	0.0766	0.0846
ENSG00000001626.16	CFTR	protein_coding	3	1	2	0.0284	0.0124	0.0137
ENSG00000001629.10	ANKIB1	protein_coding	1580	778	807	20.1143	8.7865	9.6955
ENSG00000001630.17	CYP51A1	protein_coding	19	11	8	0.5064	0.2212	0.2441
ENSG00000001631.16	KRIT1	protein_coding	544	256	293	8.2482	3.6031	3.9758
ENSG00000002016.18	RAD52	protein_coding	1483	790	693	30.9794	13.5327	14.9328
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	4	4	1	0.0597	0.0261	0.0288
ENSG00000002330.14	BAD	protein_coding	133	129	132	7.3248	3.1997	3.5307
ENSG00000002549.12	LAP3	protein_coding	2106	1067	1040	52.3391	22.8632	25.2286
ENSG00000002586.20	CD99	protein_coding	3249	1677	1572	62.9109	27.4813	30.3244
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	41	27	14	0.5187	0.2266	0.2500
ENSG00000002726.21	AOC1	protein_coding	343	195	149	8.5221	3.7227	4.1078
ENSG00000002745.13	WNT16	protein_coding	50	28	22	1.4410	0.6295	0.6946
ENSG00000002746.15	HECW1	protein_coding	10	5	6	0.0675	0.0295	0.0325
ENSG00000002822.15	MAD1L1	protein_coding	198	106	92	2.5761	1.1253	1.2417
ENSG00000002834.18	LASP1	protein_coding	5536	3167	3372	73.7502	32.2162	35.5493
ENSG00000002919.15	SNX11	protein_coding	1208	616	593	27.4938	12.0101	13.2526
ENSG00000002933.9	TMEM176A	protein_coding	2624	1282	1371	70.9892	31.0102	34.2184
ENSG00000003056.8	M6PR	protein_coding	2658	1750	1830	69.7428	30.4657	33.6176
ENSG00000003096.14	KLHL13	protein_coding	53	25	28	0.7139	0.3119	0.3441
ENSG00000003137.8	CYP26B1	protein_coding	2	1	2	0.0375	0.0164	0.0181
ENSG00000003147.19	ICA1	protein_coding	13	7	7	0.2504	0.1094	0.1207
ENSG00000003249.15	DBNDD1	protein_coding	54	24	30	1.1384	0.4973	0.5487
ENSG00000003393.15	ALS2	protein_coding	909	475	437	8.1918	3.5784	3.9486
ENSG00000003400.15	CASP10	protein_coding	2463	1284	1180	30.5613	13.3500	14.7312
ENSG00000003402.20	CFLAR	protein_coding	14681	8182	8131	61.4345	26.8364	29.6128
ENSG00000003436.16	TFPI	protein_coding	179	87	98	1.4374	0.6279	0.6929
ENSG00000003509.16	NDUFAF7	protein_coding	583	332	334	15.0207	6.5615	7.2403
ENSG00000003756.17	RBM5	protein_coding	5822	3679	3469	52.8776	23.0985	25.4882
ENSG00000003987.14	MTMR7	protein_coding	422	387	393	5.7298	2.5029	2.7619
ENSG00000003989.18	SLC7A2	protein_coding	18	9	9	0.2142	0.0936	0.1032
ENSG00000004059.11	ARF5	protein_coding	755	416	449	38.9150	16.9992	18.7579
ENSG00000004139.14	SARM1	protein_coding	199	548	527	1.6857	0.7363	0.8125
ENSG00000004142.12	POLDIP2	protein_coding	1121	591	602	39.4937	17.2520	19.0368
ENSG00000004399.13	PLXND1	protein_coding	1745	882	864	17.1754	7.5027	8.2789
ENSG00000004455.17	AK2	protein_coding	5958	3067	2924	58.2282	25.4358	28.0673
ENSG00000004468.13	CD38	protein_coding	861	411	450	11.8114	5.1596	5.6934
ENSG00000004478.8	FKBP4	protein_coding	519	330	333	9.4558	4.1306	4.5579
ENSG00000004487.17	KDM1A	protein_coding	2021	1045	979	34.9463	15.2655	16.8449
ENSG00000004534.15	RBM6	protein_coding	4796	2511	2287	61.8086	26.9998	29.7931
ENSG00000004660.15	CAMKK1	protein_coding	340	182	158	4.3028	1.8796	2.0740
ENSG00000004700.16	RECQL	protein_coding	690	750	727	17.1753	7.5027	8.2789
ENSG00000004766.17	VPS50	protein_coding	763	398	365	7.5084	3.2799	3.6192
ENSG00000004776.13	HSPB6	protein_coding	2	4	3	0.1091	0.0477	0.0526
ENSG00000004777.18	ARHGAP33	protein_coding	621	359	371	11.1055	4.8512	5.3531
ENSG00000004779.10	NDUFAB1	protein_coding	427	234	193	25.9472	11.3345	12.5071
ENSG00000004799.8	PDK4	protein_coding	811	413	398	16.7887	7.3338	8.0925
ENSG00000004809.14	SLC22A16	protein_coding	129	69	60	3.1058	1.3567	1.4971
ENSG00000004838.14	ZMYND10	protein_coding	92	54	55	2.9955	1.3085	1.4439
ENSG00000004846.16	ABCB5	protein_coding	2	1	2	0.0203	0.0089	0.0098
ENSG00000004848.8	ARX	protein_coding	3	3	0	0.0906	0.0396	0.0437
ENSG00000004864.14	SLC25A13	protein_coding	586	280	306	14.8579	6.4904	7.1618
ENSG00000004866.22	ST7	protein_coding	309	188	166	4.4539	1.9456	2.1469
ENSG00000004897.12	CDC27	protein_coding	1838	979	1024	25.3361	11.0675	12.2126
ENSG00000004939.15	SLC4A1	protein_coding	782	378	409	14.3531	6.2699	6.9185
ENSG00000004948.16	CALCR	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000004961.15	HCCS	protein_coding	368	174	194	14.7744	6.4539	7.1216
ENSG00000004975.12	DVL2	protein_coding	438	217	224	7.7431	3.3824	3.7323
ENSG00000005001.10	PRSS22	protein_coding	3	1	2	0.1184	0.0517	0.0571
ENSG00000005007.13	UPF1	protein_coding	2091	1055	1041	22.9432	10.0223	11.0592
