"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10" "sample11" "sample12" "sample13" "sample14" "sample15" "sample16" "sample17" "sample18" "sample19" "sample20" "sample21" "sample22" "sample23" "sample24" "sample25" "sample26" "sample27" "sample28" "sample29" "sample30" "sample31" "sample32" "sample33" "sample34" "sample35" "sample36" "sample37" "sample38" "sample39" "sample40" "sample41" "sample42" "sample43" "sample44" "sample45" "sample46" "sample47" "sample48" "sample49" "sample50" "sample51" "sample52" "sample53" "sample54" "sample55" "sample56" "sample57" "sample58" "sample59" "sample60" "sample61" "sample62" "sample63" "sample64" "sample65" "sample66" "sample67" "sample68" "sample69" "sample70" "sample71" "sample72" "sample73" "sample74" "sample75" "sample76" "sample77" "sample78" "sample79" "sample80" "sample81" "sample82" "sample83" "sample84" "sample85" "sample86" "sample87" "sample88" "sample89" "sample90" "sample91" "sample92" "sample93" "sample94" "sample95" "sample96" "sample97" "sample98" "sample99" "sample100"
"feature1" -1.73833463096841 -0.789426843622108 -0.107792611560992 1.35033784896709 -1.83618976486925 -0.0281940929848185 -1.01222634352325 -0.68271752262984 1.39504211849321 1.75627189895246 -1.32211606549997 0.0930599558138942 2.87420739381673 0.0352289359124352 1.0035474283475 -1.3090852024061 0.67804448802506 -0.583274806961785 0.204570363875046 -0.125114320862877 0.333745148613008 1.2932430229457 -0.840988575822051 1.65512878962616 -0.33713967582958 0.516919375157693 -0.426729247521905 -2.76746967338673 -0.153527053377687 0.284039116568257 -0.89507734939233 0.652599966528488 -1.30815657081048 0.00440895131269723 -0.123689774966532 -2.5810447060588 0.199376017335191 0.352974701621463 1.57681411750096 0.383167536232111 0.486907820277458 0.864550199519257 -0.896122773109594 0.725653407377143 0.581317707563854 0.127415409554743 0.369952804601101 -0.878287229660281 -0.29762095138589 0.331564658147203 0.305167470740554 1.05192613594845 3.18369651153858 2.17192718631433 3.22356963779903 1.8015611975982 2.3569117643782 4.27285417004952 2.12707211832145 1.54261962108382 3.12556749270426 5.35783060619432 2.9755637234619 2.32525935896217 2.793826338488 3.00948907523667 3.94914997730315 2.8078614465644 2.07465484038432 3.73420690148608 2.30406859448737 3.47641384706305 3.69418610455923 2.77011717871508 4.06524661500076 2.10464134166858 4.19084267600442 4.22443646002224 4.52202327409755 2.14007095502821 3.44912448714946 2.04877074495612 3.21540224786705 2.1476956383442 3.34543604539757 3.54276537760932 3.59986780642712 2.68594581304967 2.52898972461756 3.09318083918939 5.32945855988191 2.39550062124711 2.209339694115 1.52578131895766 3.50848242587606 1.31140848735214 2.48217220064168 3.58701729919851 4.22206722233862 3.74804077574049
"feature2" -1.30263346072935 -0.607405258564624 0.604292809284933 -0.34155780840571 1.40390659188577 -1.06796576282832 -1.23237397167161 0.636249171351471 -0.325685273039015 -0.370445651390992 0.256763486106036 0.718900424699992 -2.15801950361496 0.44666192436864 -0.942921970513846 0.6388149089058 0.769763444631009 -0.00106051320910785 -0.232534638767431 0.882975606299903 -0.671159456597483 -0.245040542074055 -1.42059743782515 0.405239266361311 0.344502810749863 -0.693570011785967 0.300839198291674 2.20083278456401 0.547422431969217 0.45992308287624 0.0421986204857045 -1.80134728995729 -0.143505763286249 0.814336879920791 -1.12350384860744 -0.119127523390601 -0.257651517164935 -0.968732720660828 -0.995763238114972 -0.563319109582305 2.35392378996597 2.27878589560859 0.809463119916482 0.354042071802511 1.6290186309602 -0.013640223589878 0.182635570785831 -1.26417723188401 1.822653587996 0.952182411906317 3.71193148863092 3.71253111022195 2.68919006314151 3.0242757399011 3.77669719634654 4.60499073174376 2.26005398200429 2.1369659328765 3.87467594229825 3.48140456534794 3.72371240196547 3.24977780254328 4.33709222540064 2.32633358854141 3.32814512497905 2.28117847065612 1.69700390775551 4.0171187179598 2.79123302479111 2.72944250596689 3.04548565065534 3.42592267236596 4.08415868258777 2.74776301597077 2.73636204825229 2.96420942848679 3.31689202838959 2.89597832947409 4.10439506263482 4.31701724477121 4.11239764123567 3.26957279543831 2.98805263682975 2.16971826769678 4.22744491550112 3.56247303903553 2.30417612644612 3.18843816538448 2.45421244022742 4.84224845527682 2.04079318166592 3.34806431534901 2.51190399514125 2.15210314158525 4.47349417621848 3.1063587742848 3.01211167152442 3.55214530127385 1.67629863833755 3.26397759237306
"feature3" -0.00948267660593057 0.120087592065958 0.719936006908497 -0.318931794573827 -0.38846431451358 -1.51199909865611 -1.46576743828583 -0.81205619917633 0.316076925512919 -1.72919120321964 -1.04974572164677 -0.824560919568994 -0.163474610812181 -1.35260973252036 1.06294570457052 1.47423794161716 -0.113034998887336 -1.19009720970833 -0.994050242701767 0.528711342834057 -0.608054599437843 -0.364762003582194 2.45160583307295 -0.56774254236131 0.436300930109489 -1.60131699975547 0.771844985864645 0.615309268429775 -1.44148833312714 -0.938429674142498 -0.56830535359398 2.74666194038521 0.211602835282671 0.483535259494095 -0.4557271281772 -1.26278999525464 1.27515826654372 0.106124615162694 -1.24882648357956 -1.72281134367647 2.26358654421501 1.63829157340208 0.841836384369391 -0.0466753946606872 0.623651688083511 -0.247246931439898 0.636378981125533 0.852798638031634 0.117245307242964 1.20104837007142 1.45388557386022 1.36109215301831 4.01865736067946 3.34460566851405 2.84351329907233 3.44815973741545 5.52359925371712 3.62857651331729 2.99792011147454 4.84433345938423 2.69624552469176 3.34893458906946 2.12001591166364 2.23053133840613 3.01120006199053 2.86580515458267 3.33573666030154 3.39577346871377 2.56656198661865 3.78289840770204 2.10583203984158 4.93083484258729 4.78255808864691 3.11955315238004 3.12556587325339 4.26674003588377 4.96833001023477 1.24189763696379 3.65104809031147 3.01879809351761 1.98057913855936 3.54522921795709 4.18243761455199 5.44233403968712 2.57787414033997 2.50225371364085 2.67606550223517 1.25644664558136 4.00991086282494 1.9217165280198 3.17142035418489 1.55397027534146 2.47755503098759 3.70856106597405 2.23838568900302 1.2465891961138 2.72365359479672 2.25398483601462 2.61993956010099 1.94858338212483
"feature4" -1.03198665430558 0.349622228929962 -0.544215653017415 0.118469809189246 -0.0379251381048357 -0.574857600608105 -0.541835623814772 -0.228502037913822 0.00688247482394587 0.740283053815448 0.208126723459145 0.374566872131151 -0.346200619419143 0.560021676036991 -0.375934470394493 -1.38771060039979 0.423751583648771 -0.428338152477221 0.95194853164655 1.39654250967982 1.30779687194222 -1.27158655938029 -0.627292861724189 0.654403807013116 -1.40155825263419 -0.113541083616751 0.524796567177519 -1.34875434612163 -0.392687034351373 1.27816195259451 1.16918263815916 -0.159015631713483 -0.754130369528932 -0.660479199747166 1.05141927656651 -0.0263525655914673 0.448286393336729 -0.170458269565553 -0.193945330131444 -0.812089535037904 0.390150154776185 2.07938869520958 1.60980858648091 -0.59807064389253 0.119154899322498 -0.350200170939166 1.28330488906249 -0.28046860692677 -1.47298213834992 -0.365271152301268 1.09463213828086 3.44242894429742 2.59033801694646 1.75352024926333 3.45318948200527 2.86644421862177 1.1723589879073 1.4193901215864 1.99958178813394 2.88764363623386 4.6936803004492 2.08297274308348 3.31172119944702 2.13408262134113 3.14981637311597 4.68675553923713 2.47491141759027 2.59283657751599 2.64211866877817 3.24191950694119 3.30567196439499 4.41375146054216 2.55801171566977 2.06748334961548 3.07579777629957 3.00818661405995 2.08290230841827 2.15382662281799 3.55961996437705 3.38009546243252 1.47496388309893 4.09034529023203 3.26125036233654 2.98384988098138 2.26668636863809 2.9625184878565 2.67441318500963 3.01543040096307 2.16077110250112 4.64528359263831 3.06131131990195 3.17742269945485 1.77753942890127 0.957256063729493 6.39311220627051 3.69810275976706 1.18971078939309 4.57353596532946 2.68240838792144 2.10642840550551
"feature5" -0.582458963835471 -0.47859327677205 0.454241822038547 -1.53494444694811 -0.644742494864845 0.966203189797749 0.664469165558084 -2.07175651067887 -0.317147099904316 -0.108464445624346 2.63599907499229 0.381549501876188 0.24756566512536 1.31329540872121 -0.269966024001106 -3.21497839312561 0.286868484146166 -0.377675809358972 1.34425404590431 -1.71352419521658 -0.419596471075925 0.480912314325109 -0.125509065414897 0.281661816180414 -0.38026436066777 -1.41356635330795 0.181063483002773 -0.102617674861169 1.05652732367219 -0.273732581886748 0.536712343156521 -2.04341951089748 1.1677279418586 0.413125757091503 -0.232216937460724 1.6204307856227 -0.812863076065598 -0.0875807336312297 -1.22191953405907 1.57798096036609 -1.29605088302727 -1.40655237733784 -0.173197279088043 0.562640023659788 0.92646658654561 -0.723148081220259 -2.28337342665924 -1.19024383704459 1.20039150934634 0.909958471302439 3.32150483281995 2.14182875079625 1.93204780628717 2.80961827053746 3.03863730144766 3.26218605966843 2.70531459178843 2.5011967825508 2.26208576907835 2.93910580522812 2.82673985240181 2.84683185949544 4.21328252426697 2.53588813166999 2.92685392224106 2.92387444046912 2.79761071270729 4.37751962362741 1.8554938260576 3.95467479158357 2.52419496227519 4.07139283835826 3.70443613912809 1.20118519248036 1.28432368058579 3.70484326985305 3.21964409708621 1.50130070519459 1.2301723524607 1.36505772956573 1.90065356249068 2.93626640075138 4.17873005117816 2.79828114439224 2.50206435493732 3.44468149763188 3.16646806672067 3.82747609680218 5.57344700375486 2.35201503797756 2.73768789419043 5.02741000379344 3.87844954567729 3.67724677829483 2.98105480850288 3.15172425630329 3.33004833092546 3.22066467752787 1.99517368742939 1.1608507553756
"feature6" -0.878829809085477 -0.821727901128575 -1.83556776624747 -2.37892788408009 -0.0821437134699529 -0.291009185010352 -0.775165683483291 -0.0333017478373404 0.105608326301263 2.16845774261468 0.310967019643719 -1.40956866494044 0.30813572265821 -0.0698662754838404 -0.299232794855826 1.56476259433481 -0.115182488254623 0.242048246723409 1.4597473620162 0.345407532983718 1.01105309888668 -1.74818704649137 1.16660520849871 -0.775450025173036 0.215490138068844 0.813645612764179 -1.77417370612206 1.17554802707046 0.363963286957857 -0.450615114540096 -1.98641200708724 0.911287759806307 0.551252215708619 0.582229478336676 1.47774859520519 -0.233040175111553 -1.34333935972239 -0.557768343413951 0.996780857838974 -1.37552195031952 0.384877798088955 0.589523287258831 -1.3491181028221 0.799072339541323 -0.420147046050238 -0.366060865374425 -1.82512942748957 -0.0146986014231327 -0.736388167252383 0.103727250773392 2.86920030430327 1.62369451720633 5.56943154245507 1.17558425285438 2.27387831912503 2.2193859941315 3.94527229146392 1.74507241055114 0.7589789070149 1.81276676782089 3.10586144966568 3.58762242342654 4.43030682866983 4.49861183913349 3.2470929475725 1.95304849108689 2.06363967111831 3.28690147251954 3.10100753187735 2.5755832678933 3.3297825346659 4.32897286697363 2.5861078083336 3.04402746711309 3.51484230945301 3.70211297347141 4.56023411868168 3.14531327476521 2.63223191533846 2.2134288502966 4.35174019244628 3.91616792597171 2.29940642758143 3.37873978820699 2.06139294950374 4.38761356270193 1.98263820918897 1.24547909167212 2.18730707055034 3.2366549418249 1.91420263872491 2.95979469426062 3.84823966123465 2.69509217294325 3.37131286214299 2.42751312159447 2.40230307914161 2.57182635968066 4.4937118083125 1.76816171568308
"feature7" -1.38452936516509 0.418191489823441 1.23156091184076 -1.93355713026412 0.387799197763204 -0.715209230763285 0.197601198690965 -0.790518125820076 -0.456245998791064 -0.0948664743508028 1.47920437490639 0.275629941510775 -0.112491014117737 1.40279718934449 -0.329784138179482 -1.22495511655784 0.823638831612995 -0.0516541340909714 0.612680913534513 0.0801263778366277 0.362177053752528 0.448288769133707 1.01404698938264 -1.21274483721557 1.31583348772125 -2.01395111130834 0.387473375209344 0.649667589148485 -0.382184052907103 2.59293634000005 0.592637341312926 1.35574278371479 -0.490979890309337 -0.0932239920831834 -0.177034164560457 -1.66769014903264 -0.939478062698618 0.263317929882869 0.34381197799321 1.38431178128619 -1.21154127628502 -0.350373719862025 1.7658940357708 -0.374828259799878 -1.17378066232751 0.91324218886092 0.699747176541364 -0.149087228910186 1.25342718108433 -1.64775724139759 2.48039576892444 2.92309012062145 3.3358413537379 2.56913848297763 3.88834127650318 3.67857066364916 2.51246925592555 1.47205146268878 3.03426820959053 4.58314148686616 0.961294398228227 3.34481272650192 1.58811824184765 0.47361552792057 2.87508838991034 3.61271915359901 2.54425983721267 3.27577186954333 3.06071787917566 2.65858947628832 1.84040542843528 2.35506968098135 2.229437126689 1.80748851372227 3.09637214887058 3.14717151101814 1.2318951230499 1.88441084024864 4.37632148905125 2.94737521533953 4.18686841553134 1.72520623670597 3.80484833735955 3.04312840590371 2.14553323792042 2.52256492704658 2.44892189640468 4.10258627115671 4.34904778075723 3.76166003954572 4.9020628730404 1.14353531284881 5.86761385329744 3.12665078906861 3.94667830540365 3.36212780994715 2.8766934473315 5.00304964261922 4.4080832373305 3.80513876024367
"feature8" 0.478746995530086 -0.74351406051691 -0.0570440428921417 -0.169572882326226 -0.167441041553056 1.6153866363837 -0.175471850315176 -0.700474770314698 0.798292211431499 -1.54340919995574 -2.14009014749541 -1.40779753892932 3.42368625810154 -1.48359435358078 0.651142753397921 0.830366142508554 -0.843536397819269 0.888828137463885 -0.12493694091881 -2.01082063617773 0.774910008070481 0.593583320915124 1.91224635002772 0.812130436436198 -0.401126530851436 -0.415457535587194 -0.3845343701286 1.5258456725843 0.170591518008126 -0.000247587167996427 1.50697022804174 -0.158783416183765 0.93085198661792 0.537370178177586 -2.4228061122557 0.781722023809821 -0.0786059697315214 -1.02408592496064 0.781753821212054 1.19875214953916 -0.551327547730305 -1.05086444923022 1.67138574351372 0.01172123861295 0.822779817413756 -0.165007092533591 2.34273226380944 -0.358101752481337 0.549229403799961 -0.0238319555147635 1.66281335800343 3.67590788630844 2.46427156148159 2.06106729071802 2.10846589305106 4.4664602079249 3.23365501873074 2.53755128481117 1.91403373121604 4.31342917712782 4.22158822645272 1.13116095841871 1.95448703427591 1.76379055286942 2.94400405913558 3.81509616052014 1.93989204217731 2.61243667946832 2.33259989502047 3.74281523447773 2.08453842255691 2.95358280132327 0.781263041090751 1.49482097388049 3.11299218379568 2.28452502074289 3.60478360517642 2.55785037124263 2.38880627158074 3.3452931856431 3.11774379208698 2.3211306287737 4.39939385534062 0.150103423204587 2.5425150077561 1.86963531357403 2.57406857153725 2.6448629889107 1.68100455377577 4.37785734016553 4.12988242731501 1.71223086870648 2.5501505844358 1.24459015218831 2.2678890683319 4.77783015762694 3.90913688270369 3.28198050320851 3.59068649501838 2.63164097279162
"feature9" 1.45995115562441 -0.567665636279874 -2.04282119466282 -1.20631116218563 -1.19052174167249 0.665087363294938 0.930703385959066 1.09818325877857 0.368291649578955 0.857061957222381 0.105540233398701 0.719891154793947 -0.644827432135015 -2.39419488541163 -0.199737441033112 0.198342293814989 0.789269267687133 -0.0965271713806872 -0.304679459866758 0.505257065568751 0.66657599957547 0.39829372733414 1.52987346627569 -0.365748551692765 -0.978239003462913 1.22778999931933 -1.7971901536288 -0.00842377618083326 -2.11648799784625 -1.3053115716251 -3.29180564830749 -0.83201651537738 0.686677389376989 -0.773732683807886 -0.0410658361180081 -1.56444211738521 0.343767814406609 -0.605300810596904 1.47321965303901 -0.114494932940644 -0.972769896446839 1.99047258322719 0.565896591442984 -1.17236194807427 -0.809069419581662 1.06896919086651 0.0943305620653905 -0.782812105911916 2.15713739583726 -1.70797427108074 3.82379511293599 3.73446816445456 4.10019729270722 3.88834424627883 2.52249890562489 2.07599651909242 2.71350671856085 4.01181993074514 2.63350428078981 2.79603083810669 3.74585974615601 1.59021783254194 2.09692895000122 2.19973815589784 4.5129578601951 3.87007334843603 5.54726655625114 1.7037795448405 2.49291754877081 1.98190862268502 2.21768136681625 3.46155693036815 2.42131722426372 2.86612278639722 2.84187501301364 1.72776581070287 2.64306295222213 4.62864543725447 2.12246964517854 2.70772998755766 3.35015697197405 3.98301251123046 3.65007403026832 1.83184338473375 3.27151838265387 3.93814521338175 4.10999547539445 3.66109483358509 2.66999791936712 1.30080909988052 4.07635508335155 2.81986695856758 3.9564139407005 2.26594694707156 2.66141005366646 1.70369049113005 4.31159515384196 2.91893858940984 1.76826682901321 3.38226703683485
"feature10" 0.567387181096897 -1.74782522459109 0.460326089511482 0.67289319215187 0.899813373042686 0.951995235836686 -2.29574347005886 1.76765141487041 -0.174071865979632 0.272338097737998 -2.09387094882534 0.976742846910037 0.369491632445459 -0.0364373580055085 0.496410758457196 -1.12940504067965 0.663030306856915 2.23990921517977 1.23460431257723 1.05421703678637 0.385043402132253 -1.46470346372018 -0.657288097992744 0.939120991080761 -1.89164549326527 2.36795639312978 -0.562191042909024 -0.21272592841266 1.04322395899866 1.81356876509044 0.787574052680125 -2.89192461777707 -0.911486042280357 -0.313654993723602 -2.84511476433276 1.12722836295728 0.758161233367959 -0.434406132977466 1.80030146132848 2.86749712538611 1.87385815728296 1.96792457737179 -0.215123330092756 -0.892004483023092 -1.05528654572015 0.222125308813461 0.905834065178083 -0.731257392965891 0.102247662085847 2.48362244436436 5.39629968010558 5.61980343088426 2.80372260760401 3.83590978194042 3.27524381551637 2.74259698706854 2.73879797393306 2.95070494598234 3.28249822270582 2.29095308006609 4.01045740499926 2.71000699752156 3.24057689876551 3.84937529470244 4.74207130797793 2.2282220730468 3.06097025931728 3.29668153063541 2.79913410725648 3.53681269430393 3.68224506758383 3.65073986719853 3.3004784026971 3.74362258086831 3.84641018278856 3.10821479936276 3.72881050822562 3.86879762213675 3.83311776016712 2.26150318414496 3.81514209219892 2.58590148423635 1.83796894027631 2.99417746147519 2.83945393301651 3.19413809196938 0.996767297950165 4.40775042022655 3.04032438300648 2.38984231839833 3.77725903355724 2.17554686866141 2.94590157489446 2.42078419642805 3.81267568028084 3.79413255460241 2.95111061670063 4.54822497988118 3.09982893742846 4.13808376503538
