gvar	dvar
A	0.487121233826478
A	-0.137027503269731
A	0.171745482456009
A	-0.944793914899987
A	-1.28762030600621
A	1.40776573875103
A	0.26737268905316
A	-0.408397642146012
A	0.325271219916941
A	2.06248097311935
A	0.362666955663951
A	1.4114046447039
A	1.36754431457543
A	-0.407176147121539
A	0.762541730885853
A	-0.651200823031723
A	-1.47365577946832
A	-1.20166579640511
A	-0.148720478130092
A	1.79706242855231
A	0.104808717855571
A	-0.802837973351476
A	0.230374964163675
A	0.697975193218088
A	-1.29520173194588
A	-1.05468021797766
A	-1.94160748967507
A	-1.26956059300372
A	-0.887438810816108
A	-0.291915762703194
A	1.41009405297303
A	0.88864143026394
A	0.272974319690261
A	-0.566641466026189
A	-0.0402069374365745
A	0.547612245301063
A	-0.504033321605536
A	1.0590701295588
A	1.09745356643579
A	-1.16650462962559
B	-0.646911310086061
B	1.30673873333927
B	-1.58721988054335
B	0.519709894906327
B	0.333498761638796
B	3.29590119785739
B	-2.62968034122695
B	-0.740795801424047
B	0.774028668650456
B	1.77432650967139
B	0.939687083840494
B	-1.32836843555519
B	2.33938816916782
B	-1.65726622410175
B	-1.01301608790466
B	0.0568596093866664
B	2.3255869089066
B	0.60631658733822
B	0.830396051435768
B	1.82807759473682
B	1.08477996831456
B	-1.12473787596427
B	0.809726218065825
B	-0.00921999257806404
B	1.88260789538833
B	-0.143444679602975
B	-1.42710702225461
B	0.591834371466622
B	0.454503660926992
B	0.0823736523696226
B	-0.956550322117225
B	-0.738914666078269
B	0.0873742835095741
B	1.13811014600433
B	-0.264457713905061
B	-0.771449472185395
B	-2.6042030254467
B	0.594249836540647
B	0.527340324999113
B	1.40919086010968
B	1.5667226423107
B	-0.0430560662946163
B	1.39851372621074
B	0.101313547555922
B	-0.576410075685581
B	-0.748196596885468
B	-0.246941100407436
B	0.327479443027071
B	0.0725985963888887
B	0.300877790585033
C	0.0989426718227957
C	0.61459935608369
C	-0.373181774889849
C	1.53534745793173
C	0.337693886479643
C	-1.29353585074908
C	-0.376649804199181
C	0.415883050535119
C	-0.511055332086343
C	0.244995049472574
C	0.334395860831139
C	1.20347768300503
C	-0.751695910733076
C	-0.116880862327988
C	-0.667692455293591
C	-1.22713286976328
C	-1.94897031117903
C	0.0955290551818904
C	0.501565225195587
C	0.539158159789933
C	-1.48999281746208
C	-1.22967785339758
C	-1.24115419483757
C	-0.788671499600886
C	0.0701978181521291
C	0.49448342725741
C	-0.915032650724957
C	-2.96434683706673
C	0.85382348170826
C	0.515284770613444
C	-0.800870700550263
C	-1.17366134146979
C	-0.399991196799737
C	0.00810656280257063
C	0.623200763587674
C	1.29009509607427
C	-0.948883398378404
C	0.190722844643498
C	1.23417603370242
C	-1.00134215525908
C	-0.322763412932851
C	-1.8714680282034
C	0.187422250114445
C	-0.741191762323999
C	-1.02493764223895
C	-0.879977469185323
C	0.344503373594371
C	-2.26246900261166
C	-0.525510899920945
C	-1.11371765920455
C	-1.06211902830375
C	0.374634627277364
C	0.251754269604537
C	-0.207020356246981
C	0.437517256600346
C	-0.70210489844813
C	-2.12329764533368
C	1.05442128059814
C	-0.330692997694109
C	-0.465088768214911
D	0.357517929375723
D	0.965932222984396
D	0.626086966202314
D	1.12726539996531
D	0.246134592840488
D	-0.304285643091111
D	-0.100449408355562
D	1.02291597864587
D	-0.649268796129039
D	-0.753610095681196
D	0.513478715882576
D	0.812473307433314
D	-1.49108322753688
D	0.984698627442325
D	0.211925135260023
D	0.0187447121300394
D	1.30695440248067
D	1.67939487098826
D	-0.947399440999842
D	1.211654376514
D	-0.432069194974882
D	0.33236131951909
D	0.680926064725324
D	0.333177627584607
D	-1.26286446232819
D	-0.306401780474741
D	1.73966323733755
D	0.372793618387291
D	-0.635823924079678
D	-0.455928703879608
D	1.25756608653532
D	0.546083489865367
D	-0.697186541993695
D	0.20626521125563
D	0.79667050907573
D	1.92255180794401
D	-0.681749483409345
D	-0.179945955166868
D	1.19611001587376
D	-0.259120892943841
D	1.66026574621257
D	1.24324617695035
D	-1.45904097034683
D	0.623957776227396
D	-1.21916292618524
D	-1.26469245667068
D	0.270420972147832
D	0.256698221980272
D	0.167291822734413
D	1.46428122406637
D	0.494987885730239
D	-0.473086820504489
D	0.319588291490956
D	-0.314396508991294
D	0.131888426133463
D	-0.948011911836743
D	0.0847555198708307
D	0.302936391849009
D	-0.501743487103139
D	0.241230624270294
D	-0.448768350598479
D	-0.444007859466443
D	-0.00443882506637194
D	0.690840917661593
D	-0.00533698727052973
D	0.390691323925256
D	1.17002419266112
D	-0.0852610778470694
D	0.0963807314582337
D	0.711254541203706
