# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			15501504	15501504	15501504			
N_multimapping			7709780	7709780	7709780			
N_noFeature			29939343	51092014	51030231			
N_ambiguous			3661878	927805	937625			
ENSG00000000003.15	TSPAN6	protein_coding	2	1	1	0.0400	0.0119	0.0115
ENSG00000000005.6	TNMD	protein_coding	2	1	1	0.1229	0.0366	0.0354
ENSG00000000419.13	DPM1	protein_coding	1016	524	492	76.3563	22.7412	21.9803
ENSG00000000457.14	SCYL3	protein_coding	1034	815	769	13.6270	4.0585	3.9228
ENSG00000000460.17	C1orf112	protein_coding	1893	1229	1278	28.7630	8.5665	8.2799
ENSG00000000938.13	FGR	protein_coding	581	305	277	15.5834	4.6412	4.4859
ENSG00000000971.16	CFH	protein_coding	28	14	14	0.3183	0.0948	0.0916
ENSG00000001036.14	FUCA2	protein_coding	1035	884	811	33.2692	9.9085	9.5770
ENSG00000001084.13	GCLC	protein_coding	2397	1437	1363	25.2302	7.5143	7.2629
ENSG00000001167.14	NFYA	protein_coding	4887	2813	2516	116.3220	34.6441	33.4851
ENSG00000001460.18	STPG1	protein_coding	17	29	33	0.1812	0.0540	0.0522
ENSG00000001461.17	NIPAL3	protein_coding	1276	654	671	12.3187	3.6689	3.5461
ENSG00000001497.18	LAS1L	protein_coding	3406	1818	1614	24.6086	7.3292	7.0840
ENSG00000001561.7	ENPP4	protein_coding	1652	826	826	32.2683	9.6105	9.2889
ENSG00000001617.12	SEMA3F	protein_coding	256	132	125	4.8118	1.4331	1.3852
ENSG00000001626.16	CFTR	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000001629.10	ANKIB1	protein_coding	3527	1781	1752	43.2990	12.8957	12.4643
ENSG00000001630.17	CYP51A1	protein_coding	18	10	9	0.4627	0.1378	0.1332
ENSG00000001631.16	KRIT1	protein_coding	645	304	346	9.4308	2.8088	2.7148
ENSG00000002016.18	RAD52	protein_coding	1389	682	707	27.9807	8.3335	8.0547
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	27	20	12	0.3883	0.1157	0.1118
ENSG00000002330.14	BAD	protein_coding	112	135	123	5.9482	1.7716	1.7123
ENSG00000002549.12	LAP3	protein_coding	1659	891	768	39.7593	11.8415	11.4453
ENSG00000002586.20	CD99	protein_coding	6667	3287	3381	124.4891	37.0766	35.8361
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	9	6	3	0.1098	0.0327	0.0316
ENSG00000002726.21	AOC1	protein_coding	76	43	34	1.8209	0.5423	0.5242
ENSG00000002745.13	WNT16	protein_coding	13	9	4	0.3613	0.1076	0.1040
ENSG00000002746.15	HECW1	protein_coding	2	2	0	0.0130	0.0039	0.0037
ENSG00000002822.15	MAD1L1	protein_coding	49	23	27	0.6148	0.1831	0.1770
ENSG00000002834.18	LASP1	protein_coding	5452	3169	3294	70.0403	20.8601	20.1622
ENSG00000002919.15	SNX11	protein_coding	731	362	370	16.0439	4.7784	4.6185
ENSG00000002933.9	TMEM176A	protein_coding	15	9	6	0.3913	0.1166	0.1127
ENSG00000003056.8	M6PR	protein_coding	3774	2625	2364	95.4929	28.4406	27.4891
ENSG00000003096.14	KLHL13	protein_coding	1415	733	682	18.3812	5.4745	5.2913
ENSG00000003137.8	CYP26B1	protein_coding	1	0	1	0.0181	0.0054	0.0052
ENSG00000003147.19	ICA1	protein_coding	551	310	275	10.2358	3.0485	2.9465
ENSG00000003249.15	DBNDD1	protein_coding	16	6	10	0.3253	0.0969	0.0936
ENSG00000003393.15	ALS2	protein_coding	9718	4948	4770	84.4536	25.1528	24.3113
ENSG00000003400.15	CASP10	protein_coding	2575	1231	1344	30.8112	9.1765	8.8695
ENSG00000003402.20	CFLAR	protein_coding	9710	5472	5413	39.1833	11.6699	11.2795
ENSG00000003436.16	TFPI	protein_coding	9717	5106	5206	75.2464	22.4106	21.6608
